epoch,cycle,learning_rate,entropy_term,kl_divergence_term,continuous_loss,discrete_loss,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,token_id_1,token_id_2,token_id_3,token_id_4,token_id_5,token_id_6,token_id_7,token_id_8,token_id_9,token_id_10,token_id_11,token_id_12,token_id_13,token_id_14,token_id_15,token_id_16,token_id_17,token_id_18,token_id_19,token_id_20
0.0,0.0,0.1,0.0022665683645755053,0.0019817352294921875,6.561187744140625,0.9521415829658508,4.935264587402344e-05,4.947185516357422e-05,4.941225051879883e-05,4.941225051879883e-05,4.929304122924805e-05,4.947185516357422e-05,4.941225051879883e-05,4.941225051879883e-05,4.947185516357422e-05,4.935264587402344e-05,4.947185516357422e-05,4.935264587402344e-05,4.935264587402344e-05,4.941225051879883e-05,4.953145980834961e-05,4.953145980834961e-05,4.947185516357422e-05,4.9591064453125e-05,4.947185516357422e-05,4.935264587402344e-05,2041.0,538.0,561.0,638.0,1748.0,975.0,3303.0,563.0,616.0,374.0,585.0,330.0,1099.0,5790.0,1588.0,1988.0,1623.0,545.0,1165.0,2038.0
1.0,0.0,0.1,0.002293156925588846,0.0018014907836914062,4.734941482543945,0.8807871341705322,0.0004420280456542969,0.00018596649169921875,0.00012189149856567383,0.0001575946807861328,0.00013744831085205078,0.0002391338348388672,0.00029540061950683594,0.0001074075698852539,0.000141143798828125,0.0002180337905883789,0.00019788742065429688,0.0001341104507446289,9.465217590332031e-05,0.0001074671745300293,0.00012159347534179688,0.00011801719665527344,0.00013875961303710938,0.00011080503463745117,8.875131607055664e-05,0.00010895729064941406,17119.0,586.0,7037.0,6501.0,5556.0,3087.0,5883.0,27779.0,29784.0,29723.0,29807.0,27503.0,20883.0,21003.0,10106.0,2005.0,890.0,385.0,756.0,29889.0
2.0,0.0,0.1,0.002295387675985694,0.0016574859619140625,4.0810418128967285,1.2751977443695068,0.0012865066528320312,0.0005946159362792969,0.0003287792205810547,0.00033736228942871094,0.00036072731018066406,0.00038552284240722656,0.0026950836181640625,0.00030493736267089844,0.00026488304138183594,0.0005421638488769531,0.00045371055603027344,0.00023567676544189453,0.0001819133758544922,0.00034117698669433594,0.00015795230865478516,0.00020051002502441406,0.00021028518676757812,0.00027942657470703125,0.00021219253540039062,0.00023126602172851562,4593.0,10504.0,10504.0,6501.0,13952.0,3087.0,5883.0,13345.0,29784.0,29723.0,29807.0,27503.0,20883.0,10313.0,6703.0,19434.0,597.0,385.0,4952.0,14635.0
3.0,0.0,0.1,0.002302121836692095,0.0015745162963867188,2.9331884384155273,1.3127518892288208,0.0027370452880859375,0.0011425018310546875,0.0006694793701171875,0.0004973411560058594,0.0006780624389648438,0.0004925727844238281,0.01531219482421875,0.0005993843078613281,0.0003769397735595703,0.0009450912475585938,0.0007185935974121094,0.0003268718719482422,0.0003190040588378906,0.0008974075317382812,0.00019860267639160156,0.0002923011779785156,0.00023639202117919922,0.00039505958557128906,0.00027489662170410156,0.0006089210510253906,24780.0,10504.0,10504.0,6501.0,13952.0,128.0,5883.0,13345.0,29784.0,29723.0,27147.0,27503.0,23396.0,10313.0,28836.0,19434.0,597.0,101.0,1642.0,14635.0
4.0,0.0,0.1,0.0023047097492963076,0.0015001296997070312,2.1727540493011475,0.98587566614151,0.00490570068359375,0.0022335052490234375,0.0011415481567382812,0.0005025863647460938,0.0017385482788085938,0.0006718635559082031,0.0282745361328125,0.0008707046508789062,0.0004978179931640625,0.0013828277587890625,0.0010461807250976562,0.0003917217254638672,0.00047969818115234375,0.0017061233520507812,0.0003285408020019531,0.0003998279571533203,0.00030231475830078125,0.0007810592651367188,0.0004496574401855469,0.00130462646484375,24780.0,5923.0,10504.0,6501.0,28602.0,128.0,5883.0,22506.0,22723.0,29723.0,29723.0,27503.0,23396.0,10313.0,13061.0,19004.0,38.0,23192.0,6966.0,2210.0
5.0,0.0,0.1,0.0023069395683705807,0.0014400482177734375,1.6491925716400146,0.9647658467292786,0.00739288330078125,0.0030307769775390625,0.0017690658569335938,0.0006108283996582031,0.0037212371826171875,0.00096893310546875,0.0264739990234375,0.00115203857421875,0.0006537437438964844,0.0019102096557617188,0.0014629364013671875,0.0004608631134033203,0.0006494522094726562,0.0029354095458984375,0.0005645751953125,0.0005846023559570312,0.00044417381286621094,0.0014886856079101562,0.0008697509765625,0.0031909942626953125,4612.0,5923.0,10504.0,7824.0,28602.0,128.0,5883.0,22506.0,22723.0,29723.0,29723.0,25764.0,29675.0,3072.0,13061.0,19004.0,38.0,23192.0,17884.0,2210.0
6.0,0.0,0.1,0.0023140471894294024,0.0013866424560546875,1.399365782737732,0.9831924438476562,0.01279449462890625,0.0030803680419921875,0.0023174285888671875,0.0008368492126464844,0.006603240966796875,0.0012235641479492188,0.023040771484375,0.0014066696166992188,0.0010137557983398438,0.0025882720947265625,0.0017242431640625,0.0007710456848144531,0.0009946823120117188,0.00382232666015625,0.0008578300476074219,0.0009007453918457031,0.0006008148193359375,0.002834320068359375,0.0018463134765625,0.00923919677734375,4612.0,5923.0,10504.0,9206.0,5018.0,128.0,15075.0,2358.0,27150.0,29723.0,29723.0,25764.0,29675.0,3072.0,13061.0,19004.0,38.0,23192.0,17884.0,13531.0
7.0,0.0,0.1,0.00232348102144897,0.0013380050659179688,1.175881028175354,0.9279968738555908,0.019683837890625,0.003772735595703125,0.00272369384765625,0.0013074874877929688,0.01081085205078125,0.0015659332275390625,0.0289154052734375,0.0016422271728515625,0.0017900466918945312,0.00347137451171875,0.0020618438720703125,0.0011510848999023438,0.0013799667358398438,0.0038242340087890625,0.001255035400390625,0.0013284683227539062,0.0008096694946289062,0.00475311279296875,0.003612518310546875,0.0197601318359375,4612.0,28526.0,10504.0,9206.0,5018.0,7654.0,15075.0,14570.0,27150.0,26667.0,29723.0,25764.0,29675.0,3072.0,1576.0,19004.0,263.0,23192.0,26909.0,13531.0
8.0,0.0,0.1,0.002334094839170575,0.0012760162353515625,0.9919061064720154,0.9184841513633728,0.024993896484375,0.005611419677734375,0.00362396240234375,0.0017910003662109375,0.0164031982421875,0.0018520355224609375,0.0305023193359375,0.0032520294189453125,0.002735137939453125,0.00806427001953125,0.002628326416015625,0.0015535354614257812,0.0019121170043945312,0.00307464599609375,0.003387451171875,0.0019550323486328125,0.0011053085327148438,0.006671905517578125,0.007114410400390625,0.0256805419921875,4612.0,28526.0,5400.0,18540.0,5018.0,7654.0,15075.0,4052.0,27150.0,26667.0,29723.0,25764.0,25663.0,3072.0,1576.0,19004.0,467.0,23192.0,13697.0,13531.0
9.0,0.0,0.1,0.002338669029995799,0.001220703125,0.9275379180908203,0.8945580124855042,0.032867431640625,0.0085906982421875,0.004589080810546875,0.002361297607421875,0.02276611328125,0.002201080322265625,0.0291595458984375,0.006374359130859375,0.004329681396484375,0.0167236328125,0.0034809112548828125,0.0018835067749023438,0.002838134765625,0.0027103424072265625,0.0082244873046875,0.0029582977294921875,0.0018663406372070312,0.00827789306640625,0.0176849365234375,0.0294036865234375,5702.0,28526.0,5400.0,16767.0,5018.0,18627.0,15075.0,4052.0,26667.0,26667.0,29723.0,25764.0,25519.0,17488.0,1576.0,19004.0,467.0,23192.0,13697.0,13531.0
