epoch,cycle,learning_rate,entropy_term,kl_divergence_term,continuous_loss,discrete_loss,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,token_id_1,token_id_2,token_id_3,token_id_4,token_id_5,token_id_6,token_id_7,token_id_8,token_id_9,token_id_10,token_id_11,token_id_12,token_id_13,token_id_14,token_id_15,token_id_16,token_id_17,token_id_18,token_id_19,token_id_20
0.0,0.0,0.1,0.0022665695287287235,0.0019817352294921875,7.392855644226074,0.9967705011367798,4.929304122924805e-05,4.947185516357422e-05,4.953145980834961e-05,4.953145980834961e-05,4.941225051879883e-05,4.953145980834961e-05,4.947185516357422e-05,4.953145980834961e-05,4.941225051879883e-05,4.935264587402344e-05,4.935264587402344e-05,4.929304122924805e-05,4.947185516357422e-05,4.947185516357422e-05,4.953145980834961e-05,4.953145980834961e-05,4.947185516357422e-05,4.935264587402344e-05,4.953145980834961e-05,4.935264587402344e-05,99.0,1094.0,4166.0,724.0,1570.0,537.0,4174.0,46.0,334.0,1800.0,974.0,85.0,276.0,1558.0,872.0,805.0,1141.0,770.0,1396.0,5134.0
1.0,0.0,0.1,0.0022986503317952156,0.0019083023071289062,7.350919723510742,1.0999802350997925,0.005794525146484375,7.319450378417969e-05,6.842613220214844e-05,7.700920104980469e-05,6.73532485961914e-05,7.677078247070312e-05,0.00011914968490600586,6.0677528381347656e-05,5.5730342864990234e-05,6.020069122314453e-05,6.341934204101562e-05,6.908178329467773e-05,8.410215377807617e-05,8.469820022583008e-05,8.749961853027344e-05,7.241964340209961e-05,5.698204040527344e-05,5.543231964111328e-05,5.841255187988281e-05,6.878376007080078e-05,27844.0,6357.0,5713.0,9598.0,25508.0,2872.0,2330.0,25160.0,756.0,589.0,1549.0,762.0,1135.0,6093.0,1009.0,805.0,1141.0,368.0,1728.0,18227.0
2.0,0.0,0.1,0.0023125798907130957,0.0018157958984375,7.444594860076904,0.8919084072113037,0.03173828125,0.0001246929168701172,0.00025844573974609375,0.00011676549911499023,0.00010794401168823242,9.989738464355469e-05,0.0005865097045898438,0.00015425682067871094,8.243322372436523e-05,0.00012695789337158203,0.00018727779388427734,0.00014317035675048828,0.0001043081283569336,0.00012242794036865234,0.00016450881958007812,9.948015213012695e-05,8.678436279296875e-05,9.053945541381836e-05,7.539987564086914e-05,0.00010395050048828125,26122.0,29405.0,5198.0,9598.0,17513.0,29628.0,3567.0,21751.0,9598.0,324.0,3514.0,8753.0,1425.0,5198.0,1638.0,8678.0,7908.0,15194.0,8836.0,15513.0
3.0,0.0,0.1,0.0023437393829226494,0.0017833709716796875,7.060644149780273,0.9980192184448242,0.051422119140625,0.00020742416381835938,0.00015175342559814453,0.00012481212615966797,0.0001709461212158203,0.00012695789337158203,0.0008211135864257812,0.0002206563949584961,0.0001246929168701172,0.00021266937255859375,0.0002243518829345703,0.00028514862060546875,0.00014960765838623047,0.00020062923431396484,0.00022685527801513672,0.00011229515075683594,0.00011593103408813477,0.00015985965728759766,0.00011497735977172852,0.0001627206802368164,26122.0,29405.0,5198.0,15681.0,17513.0,436.0,3567.0,27886.0,9598.0,324.0,3514.0,923.0,29893.0,5198.0,4250.0,6977.0,7908.0,15194.0,8836.0,28457.0
4.0,0.0,0.1,0.00236922106705606,0.0017347335815429688,6.993597030639648,1.1046744585037231,0.07037353515625,0.0004286766052246094,0.00026106834411621094,0.0001494884490966797,0.0002162456512451172,0.00019919872283935547,0.00121307373046875,0.0004596710205078125,0.00019919872283935547,0.0003654956817626953,0.0002884864807128906,0.0005030632019042969,0.00014328956604003906,0.0003838539123535156,0.0002903938293457031,0.00013196468353271484,0.00012826919555664062,0.00024437904357910156,0.00013887882232666016,0.00045990943908691406,23922.0,21489.0,27820.0,10663.0,9850.0,436.0,3567.0,27886.0,9598.0,324.0,3514.0,923.0,29893.0,6789.0,23774.0,6977.0,7908.0,15194.0,16151.0,11361.0
5.0,0.0,0.1,0.0023827545810490847,0.0016422271728515625,6.205682277679443,1.1273653507232666,0.0941162109375,0.0009436607360839844,0.0004916191101074219,0.00019752979278564453,0.00039696693420410156,0.0003101825714111328,0.0016469955444335938,0.0007162094116210938,0.00028252601623535156,0.0005726814270019531,0.0005631446838378906,0.0008311271667480469,0.0002512931823730469,0.0007572174072265625,0.0004725456237792969,0.00019240379333496094,0.00018799304962158203,0.00045561790466308594,0.0003120899200439453,0.0025882720947265625,23922.0,8809.0,27820.0,10663.0,9850.0,436.0,3567.0,13016.0,9598.0,562.0,17550.0,3599.0,13772.0,6789.0,23774.0,6977.0,16498.0,15194.0,15074.0,11361.0
6.0,0.0,0.1,0.002379893558099866,0.0015325546264648438,5.456355571746826,1.0911219120025635,0.1265869140625,0.0035572052001953125,0.0007762908935546875,0.0003027915954589844,0.0008649826049804688,0.0005116462707519531,0.0026092529296875,0.0013170242309570312,0.00042819976806640625,0.0009255409240722656,0.0011920928955078125,0.0012140274047851562,0.0004448890686035156,0.0012216567993164062,0.0007610321044921875,0.0003116130828857422,0.0003147125244140625,0.0008311271667480469,0.0006923675537109375,0.01265716552734375,18079.0,8809.0,19558.0,19937.0,1838.0,6115.0,3567.0,13016.0,9598.0,562.0,17550.0,3599.0,13772.0,6789.0,23774.0,6977.0,16498.0,15194.0,15074.0,11361.0
7.0,0.0,0.1,0.0023650515358895063,0.0014410018920898438,4.6013875007629395,1.1088052988052368,0.15673828125,0.008056640625,0.0011720657348632812,0.00045490264892578125,0.0017642974853515625,0.0008096694946289062,0.004138946533203125,0.0024623870849609375,0.0006809234619140625,0.0014247894287109375,0.0021800994873046875,0.0016469955444335938,0.000713348388671875,0.0016946792602539062,0.001148223876953125,0.0005664825439453125,0.0005459785461425781,0.0014333724975585938,0.001506805419921875,0.041290283203125,18079.0,8809.0,19558.0,19937.0,1838.0,6115.0,3567.0,25040.0,9598.0,562.0,17550.0,3599.0,19361.0,6789.0,23774.0,10629.0,22211.0,15194.0,6706.0,11361.0
8.0,0.0,0.1,0.0023405267857015133,0.0013637542724609375,3.8602120876312256,1.1276503801345825,0.1878662109375,0.01580810546875,0.001796722412109375,0.0007047653198242188,0.002902984619140625,0.001148223876953125,0.00640106201171875,0.00424957275390625,0.0010347366333007812,0.0020656585693359375,0.0035343170166015625,0.0022525787353515625,0.0011415481567382812,0.0022335052490234375,0.0015974044799804688,0.0010280609130859375,0.0010938644409179688,0.0023040771484375,0.0032939910888671875,0.06451416015625,18079.0,25678.0,21025.0,19937.0,1838.0,6115.0,3567.0,25040.0,9598.0,562.0,17550.0,3599.0,11566.0,6789.0,23774.0,10629.0,22211.0,15194.0,6706.0,11361.0
9.0,0.0,0.1,0.002310721902176738,0.0012807846069335938,3.2629315853118896,1.4403796195983887,0.2081298828125,0.039459228515625,0.00295257568359375,0.001155853271484375,0.0038547515869140625,0.0014276504516601562,0.0089111328125,0.0067291259765625,0.00154876708984375,0.0030918121337890625,0.005218505859375,0.00311279296875,0.0017652511596679688,0.0027370452880859375,0.0021266937255859375,0.001689910888671875,0.002109527587890625,0.0034389495849609375,0.00888824462890625,0.06683349609375,18079.0,25678.0,21025.0,19937.0,1838.0,6115.0,3567.0,25040.0,9598.0,5057.0,17550.0,3599.0,16221.0,6789.0,23774.0,10629.0,22211.0,15194.0,6508.0,13670.0
